algorithm,domain,problem,horizon,coverage,plan_length,total_time
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-5-2.pddl, 176, 1, 1053, 0.78
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-6-0.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-6-1.pddl, 176, 1, 1133, 0.85
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-6-2.pddl, 176, 1, 1013, 0.82
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-6-9.pddl, 176, 1, 1228, 0.88
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-7-0.pddl, 176, 1, 1241, 0.93
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-7-1.pddl, 176, 1, 1243, 0.98
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-8-0.pddl, 176, 1, 1400, 0.99
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-8-1.pddl, 176, 1, 1167, 1.02
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-9-0.pddl, 176, 1, 1840, 1.11
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-9-1.pddl, 176, 1, 1813, 1.03
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-10-0.pddl, 176, 1, 1497, 1.32
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-10-1.pddl, 176, 1, 1420, 1.32
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-11-0.pddl, 176, 1, 2101, 1.42
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-11-1.pddl, 176, 1, 1528, 1.32
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-12-0.pddl, 176, 1, 2246, 1.45
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-12-1.pddl, 176, 1, 2239, 1.51
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-13-0.pddl, 176, 1, 2343, 2.05
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-13-1.pddl, 176, 1, 2118, 1.94
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-14-0.pddl, 176, 1, 2814, 2.15
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-14-1.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-15-0.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, logistics00, probLOGISTICS-15-1.pddl, 176, 1, 2974, 2.33
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-060-180-5-000.pddl, 176, 1, 58, 2.84
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-060-180-5-001.pddl, 176, 1, 59, 3.62
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-060-180-5-002.pddl, 176, 1, 58, 3.83
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-100-300-5-000.pddl, 176, 1, 99, 5.37
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-100-300-5-001.pddl, 176, 1, 99, 5.13
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-100-300-7-000.pddl, 176, 1, 94, 5.03
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-100-300-7-001.pddl, 176, 1, 94, 3.96
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-100-300-7-002.pddl, 176, 1, 92, 4.03
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-150-500-6-001.pddl, 176, 1, 148, 10.27
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-500-5-001.pddl, 176, 1, 200, 11.85
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-500-5-002.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-700-7-000.pddl, 176, 1, 193, 13.44
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-700-7-001.pddl, 176, 1, 192, 13.38
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-700-7-002.pddl, 176, 1, 197, 17.42
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-900-5-000.pddl, 176, 1, 198, 2419.37
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-900-5-001.pddl, 176, 1, 200, 1675.47
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-900-5-002.pddl, 176, 1, 198, 2233.44
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-900-8-000.pddl, 176, 1, 189, 18.61
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-900-8-001.pddl, 176, 1, 189, 18.4
main-fd-grounding+madagascar-horizon-176, maintenance-sat14-adl, maintenance-1-3-200-900-8-002.pddl, 176, 1, 188, 18.56
main-fd-grounding+madagascar-horizon-176, miconic, s1-0.pddl, 176, 1, 346, 0.67
main-fd-grounding+madagascar-horizon-176, miconic, s1-1.pddl, 176, 1, 193, 0.65
main-fd-grounding+madagascar-horizon-176, miconic, s1-2.pddl, 176, 1, 346, 0.65
main-fd-grounding+madagascar-horizon-176, miconic, s1-3.pddl, 176, 1, 346, 0.67
main-fd-grounding+madagascar-horizon-176, miconic, s1-4.pddl, 176, 1, 346, 0.69
main-fd-grounding+madagascar-horizon-176, miconic, s2-0.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s2-1.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s2-2.pddl, 176, 1, 269, 0.72
main-fd-grounding+madagascar-horizon-176, miconic, s2-3.pddl, 176, 1, 351, 0.7
main-fd-grounding+madagascar-horizon-176, miconic, s2-4.pddl, 176, 1, 183, 0.66
main-fd-grounding+madagascar-horizon-176, miconic, s3-0.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s3-1.pddl, 176, 1, 354, 0.68
main-fd-grounding+madagascar-horizon-176, miconic, s3-2.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s3-3.pddl, 176, 1, 271, 0.62
main-fd-grounding+madagascar-horizon-176, miconic, s3-4.pddl, 176, 1, 184, 0.74
main-fd-grounding+madagascar-horizon-176, miconic, s4-0.pddl, 176, 1, 208, 0.76
main-fd-grounding+madagascar-horizon-176, miconic, s4-1.pddl, 176, 1, 208, 0.71
main-fd-grounding+madagascar-horizon-176, miconic, s4-2.pddl, 176, 1, 188, 0.81
main-fd-grounding+madagascar-horizon-176, miconic, s4-3.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s4-4.pddl, 176, 1, 190, 0.73
main-fd-grounding+madagascar-horizon-176, miconic, s5-0.pddl, 176, 1, 190, 0.87
main-fd-grounding+madagascar-horizon-176, miconic, s5-1.pddl, 176, 1, 193, 0.82
main-fd-grounding+madagascar-horizon-176, miconic, s5-2.pddl, 176, 1, 192, 0.74
main-fd-grounding+madagascar-horizon-176, miconic, s5-3.pddl, 176, 1, 190, 0.79
main-fd-grounding+madagascar-horizon-176, miconic, s5-4.pddl, 176, 1, 190, 0.81
main-fd-grounding+madagascar-horizon-176, miconic, s6-0.pddl, 176, 1, 280, 0.85
main-fd-grounding+madagascar-horizon-176, miconic, s6-1.pddl, 176, 1, 273, 0.86
main-fd-grounding+madagascar-horizon-176, miconic, s6-2.pddl, 176, 1, 351, 0.81
main-fd-grounding+madagascar-horizon-176, miconic, s6-3.pddl, 176, 1, 190, 0.86
main-fd-grounding+madagascar-horizon-176, miconic, s6-4.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s7-0.pddl, 176, 1, 299, 0.93
main-fd-grounding+madagascar-horizon-176, miconic, s7-1.pddl, 176, 1, 405, 0.91
main-fd-grounding+madagascar-horizon-176, miconic, s7-2.pddl, 176, 1, 320, 0.94
main-fd-grounding+madagascar-horizon-176, miconic, s7-3.pddl, 176, 1, 247, 0.84
main-fd-grounding+madagascar-horizon-176, miconic, s7-4.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s8-0.pddl, 176, 1, 199, 0.94
main-fd-grounding+madagascar-horizon-176, miconic, s8-1.pddl, 176, 1, 207, 4.29
main-fd-grounding+madagascar-horizon-176, miconic, s8-2.pddl, 176, 1, 201, 0.97
main-fd-grounding+madagascar-horizon-176, miconic, s8-3.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s8-4.pddl, 176, 1, 198, 0.99
main-fd-grounding+madagascar-horizon-176, miconic, s9-0.pddl, 176, 1, 308, 1.01
main-fd-grounding+madagascar-horizon-176, miconic, s9-1.pddl, 176, 1, 278, 1.03
main-fd-grounding+madagascar-horizon-176, miconic, s9-2.pddl, 176, 1, 263, 1.07
main-fd-grounding+madagascar-horizon-176, miconic, s9-3.pddl, 176, 1, 287, 1.03
main-fd-grounding+madagascar-horizon-176, miconic, s9-4.pddl, 176, 1, 251, 1.07
main-fd-grounding+madagascar-horizon-176, miconic, s10-0.pddl, 176, 1, 298, 1.19
main-fd-grounding+madagascar-horizon-176, miconic, s10-1.pddl, 176, 1, 302, 1.18
main-fd-grounding+madagascar-horizon-176, miconic, s10-2.pddl, 176, 1, 254, 1.08
main-fd-grounding+madagascar-horizon-176, miconic, s10-3.pddl, 176, 1, 204, 1.13
main-fd-grounding+madagascar-horizon-176, miconic, s10-4.pddl, 176, 1, 254, 1.17
main-fd-grounding+madagascar-horizon-176, miconic, s11-0.pddl, 176, 1, 312, 1.3
main-fd-grounding+madagascar-horizon-176, miconic, s11-1.pddl, 176, 1, 350, 1.4
main-fd-grounding+madagascar-horizon-176, miconic, s11-2.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s11-3.pddl, 176, 1, 238, 1.27
main-fd-grounding+madagascar-horizon-176, miconic, s11-4.pddl, 176, 1, 268, 1.29
main-fd-grounding+madagascar-horizon-176, miconic, s12-0.pddl, 176, 1, 278, 1.38
main-fd-grounding+madagascar-horizon-176, miconic, s12-1.pddl, 176, 1, 285, 1.31
main-fd-grounding+madagascar-horizon-176, miconic, s12-2.pddl, 176, 1, 348, 1.4
main-fd-grounding+madagascar-horizon-176, miconic, s12-3.pddl, 176, 1, 282, 1.35
main-fd-grounding+madagascar-horizon-176, miconic, s12-4.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s13-0.pddl, 176, 1, 256, 1.67
main-fd-grounding+madagascar-horizon-176, miconic, s13-1.pddl, 176, 1, 256, 1.64
main-fd-grounding+madagascar-horizon-176, miconic, s13-2.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s13-3.pddl, 176, 1, 254, 1.58
main-fd-grounding+madagascar-horizon-176, miconic, s13-4.pddl, 176, 1, 258, 1.56
main-fd-grounding+madagascar-horizon-176, miconic, s14-0.pddl, 176, 1, 283, 1.73
main-fd-grounding+madagascar-horizon-176, miconic, s14-1.pddl, 176, 1, 270, 1.61
main-fd-grounding+madagascar-horizon-176, miconic, s14-2.pddl, 176, 1, 294, 1.67
main-fd-grounding+madagascar-horizon-176, miconic, s14-3.pddl, 176, 1, 282, 1.68
main-fd-grounding+madagascar-horizon-176, miconic, s14-4.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s15-0.pddl, 176, 1, 224, 1.9
main-fd-grounding+madagascar-horizon-176, miconic, s15-1.pddl, 176, 1, 308, 1.86
main-fd-grounding+madagascar-horizon-176, miconic, s15-2.pddl, 176, 1, 226, 1.97
main-fd-grounding+madagascar-horizon-176, miconic, s15-3.pddl, 176, 1, 346, 1.82
main-fd-grounding+madagascar-horizon-176, miconic, s15-4.pddl, 176, 1, 226, 1.78
main-fd-grounding+madagascar-horizon-176, miconic, s16-0.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s16-1.pddl, 176, 1, 261, 1.93
main-fd-grounding+madagascar-horizon-176, miconic, s16-2.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s16-3.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s16-4.pddl, 176, 1, 309, 2.08
main-fd-grounding+madagascar-horizon-176, miconic, s17-0.pddl, 176, 1, 226, 2.42
main-fd-grounding+madagascar-horizon-176, miconic, s17-1.pddl, 176, 1, 227, 2.34
main-fd-grounding+madagascar-horizon-176, miconic, s17-2.pddl, 176, 1, 291, 2.21
main-fd-grounding+madagascar-horizon-176, miconic, s17-3.pddl, 176, 1, 224, 2.37
main-fd-grounding+madagascar-horizon-176, miconic, s17-4.pddl, 176, 1, 235, 2.22
main-fd-grounding+madagascar-horizon-176, miconic, s18-0.pddl, 176, 1, 267, 2.5
main-fd-grounding+madagascar-horizon-176, miconic, s18-1.pddl, 176, 1, 266, 2.51
main-fd-grounding+madagascar-horizon-176, miconic, s18-2.pddl, 176, 1, 351, 2.59
main-fd-grounding+madagascar-horizon-176, miconic, s18-3.pddl, 176, 1, 268, 2.55
main-fd-grounding+madagascar-horizon-176, miconic, s18-4.pddl, 176, 1, 312, 2.43
main-fd-grounding+madagascar-horizon-176, miconic, s19-0.pddl, 176, 1, 288, 3.0
main-fd-grounding+madagascar-horizon-176, miconic, s19-1.pddl, 176, 1, 298, 2.73
main-fd-grounding+madagascar-horizon-176, miconic, s19-2.pddl, 176, 1, 229, 2.77
main-fd-grounding+madagascar-horizon-176, miconic, s19-3.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s19-4.pddl, 176, 1, 243, 2.92
main-fd-grounding+madagascar-horizon-176, miconic, s20-0.pddl, 176, 1, 234, 3.19
main-fd-grounding+madagascar-horizon-176, miconic, s20-1.pddl, 176, 1, 271, 2.84
main-fd-grounding+madagascar-horizon-176, miconic, s20-2.pddl, 176, 1, 308, 3.03
main-fd-grounding+madagascar-horizon-176, miconic, s20-3.pddl, 176, 1, 385, 3.01
main-fd-grounding+madagascar-horizon-176, miconic, s20-4.pddl, 176, 1, 306, 2.98
main-fd-grounding+madagascar-horizon-176, miconic, s21-0.pddl, 176, 1, 348, 3.17
main-fd-grounding+madagascar-horizon-176, miconic, s21-1.pddl, 176, 1, 236, 3.62
main-fd-grounding+madagascar-horizon-176, miconic, s21-2.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s21-3.pddl, 176, 1, 246, 3.33
main-fd-grounding+madagascar-horizon-176, miconic, s21-4.pddl, 176, 1, 237, 3.35
main-fd-grounding+madagascar-horizon-176, miconic, s22-0.pddl, 176, 1, 291, 4.07
main-fd-grounding+madagascar-horizon-176, miconic, s22-1.pddl, 176, 1, 292, 3.59
main-fd-grounding+madagascar-horizon-176, miconic, s22-2.pddl, 176, 1, 293, 3.63
main-fd-grounding+madagascar-horizon-176, miconic, s22-3.pddl, 176, 1, 292, 3.84
main-fd-grounding+madagascar-horizon-176, miconic, s22-4.pddl, 176, 1, 232, 3.72
main-fd-grounding+madagascar-horizon-176, miconic, s23-0.pddl, 176, 1, 246, 4.47
main-fd-grounding+madagascar-horizon-176, miconic, s23-1.pddl, 176, 1, 246, 4.13
main-fd-grounding+madagascar-horizon-176, miconic, s23-2.pddl, 176, 1, 237, 3.89
main-fd-grounding+madagascar-horizon-176, miconic, s23-3.pddl, 176, 1, 243, 4.03
main-fd-grounding+madagascar-horizon-176, miconic, s23-4.pddl, 176, 1, 294, 4.04
main-fd-grounding+madagascar-horizon-176, miconic, s24-0.pddl, 176, 1, 295, 4.11
main-fd-grounding+madagascar-horizon-176, miconic, s24-1.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s24-2.pddl, 176, 1, 320, 4.46
main-fd-grounding+madagascar-horizon-176, miconic, s24-3.pddl, 176, 1, 300, 4.67
main-fd-grounding+madagascar-horizon-176, miconic, s24-4.pddl, 176, 1, 311, 4.46
main-fd-grounding+madagascar-horizon-176, miconic, s25-0.pddl, 176, 1, 278, 4.91
main-fd-grounding+madagascar-horizon-176, miconic, s25-1.pddl, 176, 1, 343, 4.93
main-fd-grounding+madagascar-horizon-176, miconic, s25-2.pddl, 176, 1, 249, 5.1
main-fd-grounding+madagascar-horizon-176, miconic, s25-3.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s25-4.pddl, 176, 1, 283, 4.62
main-fd-grounding+madagascar-horizon-176, miconic, s26-0.pddl, 176, 1, 246, 5.13
main-fd-grounding+madagascar-horizon-176, miconic, s26-1.pddl, 176, 1, 248, 4.98
main-fd-grounding+madagascar-horizon-176, miconic, s26-2.pddl, 176, 1, 252, 5.6
main-fd-grounding+madagascar-horizon-176, miconic, s26-3.pddl, 176, 1, 295, 5.51
main-fd-grounding+madagascar-horizon-176, miconic, s26-4.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s27-0.pddl, 176, 1, 254, 5.56
main-fd-grounding+madagascar-horizon-176, miconic, s27-1.pddl, 176, 1, 258, 5.4
main-fd-grounding+madagascar-horizon-176, miconic, s27-2.pddl, 176, 1, 252, 6.08
main-fd-grounding+madagascar-horizon-176, miconic, s27-3.pddl, 176, 1, 256, 5.87
main-fd-grounding+madagascar-horizon-176, miconic, s27-4.pddl, 176, 1, 255, 6.3
main-fd-grounding+madagascar-horizon-176, miconic, s28-0.pddl, 176, NA, NA, NA
main-fd-grounding+madagascar-horizon-176, miconic, s28-1.pddl, 176, 1, 357, 6.11
main-fd-grounding+madagascar-horizon-176, miconic, s28-2.pddl, 176, 1, 253, 6.45
main-fd-grounding+madagascar-horizon-176, miconic, s28-3.pddl, 176, 1, 322, 5.96
main-fd-grounding+madagascar-horizon-176, miconic, s28-4.pddl, 176, 1, 346, 6.81
main-fd-grounding+madagascar-horizon-176, miconic, s29-0.pddl, 176, 1, 266, 7.24
main-fd-grounding+madagascar-horizon-176, miconic, s29-1.pddl, 176, 1, 257, 6.35
main-fd-grounding+madagascar-horizon-176, miconic, s29-2.pddl, 176, 1, 259, 7.0
main-fd-grounding+madagascar-horizon-176, miconic, s29-3.pddl, 176, 1, 272, 6.87
main-fd-grounding+madagascar-horizon-176, miconic, s29-4.pddl, 176, 1, 261, 6.91
main-fd-grounding+madagascar-horizon-176, miconic, s30-0.pddl, 176, 1, 261, 7.4
main-fd-grounding+madagascar-horizon-176, miconic, s30-1.pddl, 176, 1, 269, 7.71
main-fd-grounding+madagascar-horizon-176, miconic, s30-2.pddl, 176, 1, 261, 7.43
main-fd-grounding+madagascar-horizon-176, miconic, s30-3.pddl, 176, 1, 290, 7.28
main-fd-grounding+madagascar-horizon-176, miconic, s30-4.pddl, 176, 1, 261, 7.18
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-4-0.pddl, 191, 1, 6, 0.75
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-4-1.pddl, 191, 1, 10, 0.77
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-4-2.pddl, 191, 1, 190, 0.78
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-5-0.pddl, 191, 1, 190, 2.72
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-5-1.pddl, 191, 1, 190, 0.86
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-5-2.pddl, 191, 1, 190, 0.87
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-6-0.pddl, 191, 1, 190, 0.8
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-6-1.pddl, 191, 1, 190, 0.95
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-6-2.pddl, 191, 1, 190, 0.89
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-7-0.pddl, 191, 1, 190, 0.97
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-7-1.pddl, 191, 1, 182, 0.97
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-7-2.pddl, 191, 1, 190, 0.96
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-8-0.pddl, 191, 1, 190, 1.06
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-8-1.pddl, 191, 1, 40, 1.03
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-8-2.pddl, 191, 1, 188, 1.06
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-9-0.pddl, 191, 1, 190, 1.21
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-9-1.pddl, 191, 1, 190, 1.21
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-9-2.pddl, 191, 1, 190, 1.18
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-10-0.pddl, 191, 1, 178, 1.35
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-10-1.pddl, 191, 1, 86, 1.4
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-10-2.pddl, 191, 1, 46, 1.44
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-11-0.pddl, 191, 1, 50, 1.58
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-11-1.pddl, 191, NA, NA, NA
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-11-2.pddl, 191, 1, 168, 1.72
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-12-0.pddl, 191, 1, 112, 2.08
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-12-1.pddl, 191, 1, 150, 2.13
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-13-0.pddl, 191, 1, 102, 2.21
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-13-1.pddl, 191, 1, 102, 2.32
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-14-0.pddl, 191, 1, 188, 2.22
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-14-1.pddl, 191, 1, 148, 3.38
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-15-0.pddl, 191, 1, 126, 3.38
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-15-1.pddl, 191, 1, 180, 2.6
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-16-1.pddl, 191, 1, 160, 3.75
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-16-2.pddl, 191, 1, 166, 4.22
main-fd-grounding+madagascar-horizon-191, blocks, probBLOCKS-17-0.pddl, 191, 1, 46, 4.18
main-fd-grounding+madagascar-horizon-191, driverlog, p01.pddl, 191, 1, 566, 0.8
main-fd-grounding+madagascar-horizon-191, driverlog, p02.pddl, 191, 1, 949, 0.82
main-fd-grounding+madagascar-horizon-191, driverlog, p03.pddl, 191, 1, 941, 0.9
main-fd-grounding+madagascar-horizon-191, driverlog, p04.pddl, 191, 1, 481, 0.94
main-fd-grounding+madagascar-horizon-191, driverlog, p05.pddl, 191, NA, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p06.pddl, 191, NA, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p07.pddl, 191, 1, 771, 1.09
main-fd-grounding+madagascar-horizon-191, driverlog, p08.pddl, 191, 1, 1343, 1.26
main-fd-grounding+madagascar-horizon-191, driverlog, p09.pddl, 191, NA, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p10.pddl, 191, 1, 880, 1.92
main-fd-grounding+madagascar-horizon-191, driverlog, p11.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p12.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p13.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p14.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p15.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p16.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p17.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p18.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p19.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, driverlog, p20.pddl, 191, 1, NA, NA
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-4-0.pddl, 191, NA, NA, NA
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-4-1.pddl, 191, 1, 930, 0.76
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-4-2.pddl, 191, 1, 960, 0.83
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-5-0.pddl, 191, 1, 964, 0.8
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-5-1.pddl, 191, 1, 1054, 0.9
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-5-2.pddl, 191, 1, 1143, 0.86
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-6-0.pddl, 191, 1, 1154, 0.83
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-6-1.pddl, 191, NA, NA, NA
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-6-2.pddl, 191, 1, 1100, 0.9
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-6-9.pddl, 191, 1, 1336, 0.87
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-7-0.pddl, 191, 1, 1349, 1.03
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-7-1.pddl, 191, 1, 1352, 0.9
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-8-0.pddl, 191, 1, 1523, 1.04
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-8-1.pddl, 191, 1, 1268, 1.08
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-9-0.pddl, 191, 1, 2000, 1.06
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-9-1.pddl, 191, 1, 1957, 1.08
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-10-0.pddl, 191, 1, 1624, 1.32
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-10-1.pddl, 191, 1, 1542, 1.28
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-11-0.pddl, 191, 1, 2278, 1.37
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-11-1.pddl, 191, 1, 1659, 1.33
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-12-0.pddl, 191, 1, 2442, 1.53
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-12-1.pddl, 191, 1, 2433, 1.86
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-13-0.pddl, 191, 1, 2565, 2.17
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-13-1.pddl, 191, 1, 2289, 2.01
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-14-0.pddl, 191, 1, 3038, 2.23
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-14-1.pddl, 191, 1, 2864, 2.24
main-fd-grounding+madagascar-horizon-191, logistics00, probLOGISTICS-15-0.pddl, 191, NA, NA, NA
